x,quality,dead,toolate,makespan
2065, 16485,6,1,1313
2066, 16485,6,1,1313
2067, 16485,6,1,1313
2068, 16485,6,1,1313
2069, 16485,6,1,1313
2070, 16485,6,1,1313
2071, 16485,6,1,1313
2072, 16485,6,1,1313
2073, 16485,6,1,1313
2074, 16485,6,1,1313
2075, 16485,6,1,1313
2076, 16485,6,1,1313
2077, 16485,6,1,1313
2078, 16485,6,1,1313
2079, 16485,6,1,1313
2080, 16485,6,1,1313
2081, 16485,6,1,1313
2082, 16485,6,1,1313
2083, 16485,6,1,1313
2084, 16485,6,1,1313
2085, 16485,6,1,1313
2086, 16485,6,1,1313
2087, 16485,6,1,1313
2088, 16485,6,1,1313
2089, 16485,6,1,1313
2090, 16485,6,1,1313
2091, 16485,6,1,1313
2092, 16485,6,1,1313
2093, 16485,6,1,1313
2094, 16485,7,1,1313
2095, 16485,6,1,1313
2096, 16485,6,1,1313
2097, 16485,6,1,1313
2098, 16485,6,1,1313
2099, 16485,6,1,1313
2100, 16485,6,1,1313
2101, 16485,6,1,1313
2102, 16485,6,1,1313
2103, 16485,6,1,1313
2104, 16485,6,1,1313
2105, 16485,6,1,1313
2106, 16485,6,1,1313
2107, 16485,6,1,1313
2108, 16485,6,1,1313
2109, 16485,6,1,1313
2110, 16485,6,1,1313
2111, 16485,6,1,1313
2112, 16485,6,1,1313
2113, 16485,6,1,1313
2114, 16485,6,1,1313
2115, 16485,6,1,1313
2116, 16485,6,1,1313
2117, 16485,6,1,1313
2118, 16485,6,1,1313
2119, 16485,6,1,1313
2120, 16485,6,1,1313
2121, 16485,6,1,1313
2122, 16485,6,1,1313
2123, 16485,6,1,1313
2124, 16485,6,1,1313
2125, 16485,6,1,1313
2126, 16485,6,1,1313
2127, 16485,6,1,1313
2128, 16485,6,1,1313
2129, 16485,6,1,1313
2130, 16485,6,1,1313
2131, 16485,6,1,1313
2132, 16485,6,1,1313
2133, 16485,6,1,1313
2134, 16485,6,1,1313
2135, 16485,6,1,1313
2136, 16485,6,1,1313
2137, 16485,6,1,1313
2138, 16485,6,1,1313
2139, 16485,6,1,1313
2140, 16485,6,1,1313
2141, 16485,6,1,1313
2142, 16485,6,1,1313
2143, 16485,6,1,1313
2144, 16485,6,1,1313
2145, 16485,6,1,1313
2146, 16485,6,1,1313
2147, 16485,6,1,1313
2148, 16485,6,1,1313
2149, 16485,6,1,1313
2150, 16485,6,1,1313
2151, 16485,6,1,1313
2152, 16485,6,1,1313
2153, 16485,6,1,1313
2154, 16485,6,1,1313
2155, 16485,6,1,1313
2156, 16485,6,1,1313
2157, 16485,6,1,1313
2158, 16485,6,1,1313
2159, 16485,6,1,1313
2160, 16485,6,1,1313
2161, 16485,6,1,1313
2162, 16485,6,1,1313
2163, 16485,6,1,1313
2164, 16485,6,1,1313
2165, 16485,6,1,1313
2166, 16485,6,1,1313
2167, 16485,6,1,1313
2168, 16485,6,1,1313
2169, 16485,6,1,1313
2170, 16485,6,1,1313
2171, 16485,6,1,1313
2172, 16485,6,1,1313
2173, 16485,6,1,1313
2174, 16485,6,1,1313
2175, 16485,6,1,1313
2176, 16485,6,1,1313
2177, 16485,6,1,1313
2178, 16485,6,1,1313
2179, 16485,6,1,1313
2180, 16485,6,1,1313
2181, 16485,6,1,1313
2182, 16485,6,1,1231
2183, 16485,6,1,1313
2184, 16485,6,1,1313
2185, 16485,6,1,1313
2186, 16485,6,1,1313
2187, 16485,6,1,1313
2188, 16485,6,1,1313
2189, 16485,6,1,1313
2190, 16485,6,1,1313
2191, 16485,6,1,1313
2192, 16485,6,1,1313
2193, 16485,6,1,1313
2194, 16485,6,1,1313
2195, 16485,6,1,1313
2196, 16485,6,1,1313
2197, 16485,6,1,1313
2198, 16485,6,1,1313
2199, 16485,6,1,1313
2200, 16485,6,1,1334
2201, 16485,6,1,1334
2202, 16485,6,1,1313
2203, 16485,6,1,1313
2204, 16485,6,1,1313
2205, 16485,6,1,1313
2206, 16485,6,1,1313
2207, 16485,6,1,1313
2208, 16485,7,1,1336
2209, 16485,6,1,1313
2210, 16485,6,1,1313
2211, 16485,7,1,1153
2212, 16485,6,1,1313
2213, 16485,6,1,1313
2214, 16485,6,1,1313
2215, 16485,6,1,1313
2216, 16485,6,1,1313
2217, 16485,6,1,1313
2218, 16485,6,1,1313
2219, 16485,6,1,1313
2220, 16485,6,1,1313
2221, 16485,6,1,1313
2222, 16485,6,1,1313
2223, 16485,6,1,1313
2224, 16485,6,1,1313
2225, 16485,6,1,1313
2226, 16485,6,1,1313
2227, 16485,6,1,1313
2228, 16485,6,1,1313
2229, 16485,6,1,1334
2230, 16485,6,1,1313
2231, 16485,6,1,1313
2232, 16485,6,1,1313
2233, 16485,6,1,1313
2234, 16485,6,1,1313
2235, 16485,6,1,1313
2236, 16485,6,1,1313
2237, 16485,6,1,1334
2238, 16485,6,1,1313
2239, 16485,6,1,1313
2240, 16485,6,1,1313
2241, 16485,6,1,1313
2242, 16485,6,1,1313
2243, 16485,6,1,1313
2244, 16485,6,1,1313
2245, 16485,6,1,1313
2246, 16485,6,1,1313
2247, 16485,6,1,1313
2248, 16485,6,1,1313
2249, 16485,6,1,1313
2250, 16485,6,1,1313
2251, 16485,6,1,1313
2252, 16485,6,1,1313
2253, 16485,6,1,1313
2254, 16485,6,1,1397
2255, 16485,6,1,1313
2256, 16485,6,1,1397
2257, 16485,6,1,1313
2258, 16485,6,1,1313
2259, 16485,6,1,1313
2260, 16485,6,1,1313
2261, 16485,6,1,1313
2262, 16485,6,1,1313
2263, 16485,6,1,1313
2264, 16485,6,1,1313
2265, 16485,6,1,1397
2266, 16485,6,1,1313
2267, 16485,6,1,1313
2268, 16485,6,1,1313
2269, 16485,6,1,1397
2270, 16485,6,1,1313
2271, 16485,6,1,1397
2272, 16485,6,1,1313
2273, 16485,6,1,1333
2274, 16485,6,1,1333
2275, 16485,6,1,1313
2276, 16485,6,1,1313
2277, 16485,7,1,1362
2278, 16485,6,1,1313
2279, 16485,6,1,1313
2280, 16485,6,1,1313
2281, 16485,6,1,1313
2282, 16485,6,1,1313
2283, 16485,6,1,1313
2284, 16485,6,1,1313
2285, 16485,6,1,1313
2286, 16485,6,1,1313
2287, 16485,6,1,1313
2288, 16485,6,1,1313
2289, 16485,6,1,1397
2290, 16485,6,1,1397
2291, 16485,6,1,1313
2292, 16485,6,1,1397
2293, 16485,6,1,1397
2294, 16485,6,1,1397
2295, 16485,6,1,1397
2296, 16485,6,1,1397
2297, 16485,6,1,1313
2298, 16485,6,1,1313
2299, 16485,6,1,1397
2300, 16485,6,1,1313
2301, 16485,6,1,1397
2302, 16485,6,1,1397
2303, 16485,6,1,1397
2304, 16485,6,1,1313
2305, 16485,6,1,1313
2306, 16485,6,1,1313
2307, 16485,6,1,1313
2308, 16485,6,1,1313
2309, 16485,6,1,1313
2310, 16485,6,1,1313
2311, 16485,6,1,1251
2312, 16485,6,1,1313
2313, 16485,6,1,1313
2314, 16485,6,1,1313
2315, 16485,6,1,1313
2316, 16485,6,1,1313
2317, 16485,6,1,1313
2318, 16485,6,1,1397
2319, 16485,6,1,1397
2320, 16485,6,1,1313
2321, 16485,6,1,1397
2322, 16485,6,1,1313
2323, 16485,6,1,1287
2324, 16485,6,1,1397
2325, 16485,6,1,1313
2326, 16485,6,1,1313
2327, 16485,6,1,1313
2328, 16485,6,1,1313
2329, 16485,6,1,1397
2330, 16485,6,1,1313
2331, 16485,6,1,1313
2332, 16485,6,1,1397
2333, 16485,6,1,1313
2334, 16485,6,1,1313
2335, 16485,6,1,1313
2336, 16485,6,1,1313
2337, 16485,6,1,1397
2338, 16485,6,1,1313
2339, 16485,6,1,1313
2340, 16485,6,1,1313
2341, 16485,6,1,1313
2342, 16485,6,1,1313
2343, 16485,6,1,1313
2344, 16485,6,1,1397
2345, 16485,6,1,1313
2346, 16485,6,1,1313
2347, 16485,6,1,1397
2348, 16485,6,1,1313
2349, 16485,6,1,1313
2350, 16485,6,1,1397
2351, 16485,6,1,1313
2352, 16485,6,1,1313
2353, 16485,6,1,1397
2354, 16485,6,1,1397
2355, 16485,6,1,1397
2356, 16485,6,1,1397
2357, 16485,6,1,1358
2358, 16485,6,1,1397
2359, 16485,6,1,1313
2360, 16485,6,1,1397
2361, 16485,6,1,1397
2362, 16485,6,1,1397
2363, 16485,6,1,1397
2364, 16485,6,1,1397
2365, 16485,6,1,1397
2366, 16485,6,1,1313
2367, 16485,6,1,1397
2368, 16485,6,1,1397
2369, 16485,6,1,1313
2370, 16485,7,1,1313
2371, 16485,6,1,1397
2372, 16485,6,1,1397
2373, 16485,6,1,1397
2374, 16485,6,1,1397
2375, 16485,6,1,1313
2376, 16485,6,1,1313
2377, 16485,6,1,1397
2378, 16485,6,1,1397
2379, 16485,6,1,1313
2380, 16485,6,1,1397
2381, 16485,6,1,1397
2382, 16485,6,1,1397
2383, 16485,6,1,1313
2384, 16485,6,1,1313
2385, 16485,6,1,1397
2386, 16485,6,1,1313
2387, 16485,6,1,1313
2388, 16485,6,1,1397
2389, 16485,6,1,1397
2390, 16485,6,1,1397
2391, 16485,6,1,1397
2392, 16485,6,1,1313
2393, 16485,6,1,1313
2394, 16485,6,1,1313
2395, 16485,6,1,1313
2396, 16485,6,1,1397
2397, 16485,6,1,1313
2398, 16485,6,1,1397
2399, 16485,6,1,1313
2400, 16485,6,1,1313
2401, 16485,6,1,1313
2402, 16485,6,1,1313
2403, 16485,6,1,1313
2404, 16485,6,1,1397
2405, 16485,6,1,1313
2406, 16485,6,1,1393
2407, 16485,6,1,1397
2408, 16485,6,1,1397
2409, 16485,6,1,1313
2410, 16485,6,1,1313
2411, 16485,6,1,1313
2412, 16485,6,1,1393
2413, 16485,6,1,1313
2414, 16485,6,1,1313
2415, 16485,6,1,1313
2416, 16485,6,1,1313
2417, 16485,6,1,1298
2418, 16485,6,1,1313
2419, 16485,6,1,1313
2420, 16485,6,1,1313
2421, 16485,6,1,1313
2422, 16485,6,1,1397
2423, 16485,6,1,1313
2424, 16485,6,1,1313
2425, 16485,6,1,1313
2426, 16485,6,1,1397
2427, 16485,6,1,1313
2428, 16485,6,1,1313
2429, 16485,6,1,1313
2430, 16485,6,1,1313
2431, 16485,6,1,1313
2432, 16485,6,1,1313
2433, 16485,6,1,1313
2434, 16485,7,1,1341
2435, 16485,6,1,1313
2436, 16485,6,1,1313
2437, 16485,6,1,1313
2438, 16485,6,1,1251
2439, 16485,6,1,1397
2440, 16485,6,1,1313
2441, 16485,6,1,1313
2442, 16485,6,1,1313
2443, 16485,6,1,1313
2444, 16485,6,1,1313
2445, 16485,6,1,1436
2446, 16485,6,1,1313
2447, 16485,6,1,1313
2448, 16485,6,1,1313
2449, 16485,6,1,1313
2450, 16485,6,1,1313
2451, 16485,6,1,1313
2452, 16485,6,1,1313
2453, 16485,6,1,1313
2454, 16485,6,1,1313
2455, 16485,6,1,1268
2456, 16485,6,1,1313
2457, 16485,6,1,1313
2458, 16485,6,1,1313
2459, 16485,6,1,1313
2460, 16485,6,1,1313
2461, 16485,6,1,1313
2462, 16485,6,1,1313
2463, 16485,6,1,1313
2464, 16485,6,1,1313
2465, 16485,7,1,1188
2466, 16485,6,1,1313
2467, 16485,6,1,1313
2468, 16485,6,1,1313
2469, 16485,6,1,1313
2470, 16485,7,1,1313
2471, 16485,6,1,1313
2472, 16485,6,1,1313
2473, 16485,6,1,1313
2474, 16485,6,1,1313
2475, 16485,6,1,1313
2476, 16485,6,1,1313
2477, 16485,6,1,1313
2478, 16485,6,1,1313
2479, 16485,6,1,1313
2480, 16485,6,1,1313
2481, 16485,6,1,1313
2482, 16485,6,1,1313
2483, 16485,6,1,1313
2484, 16485,6,1,1313
2485, 16485,6,1,1313
2486, 16485,6,1,1313
2487, 16485,6,1,1313
2488, 16485,6,1,1313
2489, 16485,6,1,1313
2490, 16485,6,2,1268
2491, 16485,6,1,1313
2492, 16485,6,1,1313
2493, 16485,6,1,1313
2494, 16485,6,1,1313
2495, 16485,6,1,1231
2496, 16485,6,1,1231
2497, 16485,6,1,1373
2498, 16485,7,1,1251
2499, 16485,6,1,1313
2500, 16485,6,1,1313
2501, 16485,6,1,1313
2502, 16485,6,1,1313
2503, 16485,6,1,1313
2504, 16485,6,1,1313
2505, 16485,6,1,1313
2506, 16485,6,1,1313
2507, 16485,6,1,1313
